STATE	COUNTY	FIPS	STCTY	AREA_KM	Bailey_Eco	USDA_FRR	Lon	Lat	Brl1992	Bkw1992	Crn1992	Oat1992	Pnt1992	Ptt1992	Pls1992	Ric1992	Rye1992	Sgm1992	Soy1992	Swt1992	Wht1992	Cat1992	Swn1992	Ckn1992	Tky1992	Brl2002	Bkw2002	Crn2002	Oat2002	Pnt2002	Ptt2002	Pls2002	Ric2002	Rye2002	Sgm2002	Soy2002	Swt2002	Wht2002	Cat2002	Swn2002	Ckn2002	Tky2002	Brl2012	Bkw2012	Crn2012	Oat2012	Pnt2012	Ptt2012	Pls2012	Ric2012	Rye2012	Sgm2012	Soy2012	Swt2012	Wht2012	Cat2012	Swn2012	Ckn2012	Tky2012	Brl2017	Bkw2017	Crn2017	Oat2017	Pnt2017	Ptt2017	Pls2017	Ric2017	Rye2017	Sgm2017	Soy2017	Swt2017	Wht2017	Cat2017	Swn2017	Ckn2017	Tky2017	Hmn1992	Hmn2002	Hmn2012	Hmn2017
NJ	Gloucester County	34015	12_150	873.589972612903	Eastern Broadleaf Forest (Oceanic)	Northern Crescent	-75.14114988	39.71846533	0.004409946607797	0.0	0.026756033710515	0.000170283198169	0.0	0.001540833740349	0.001770419838517	0.0	0.002613001334042	0.000161418723013	0.074602209744942	0.001540833740349	0.011996858288553	3.22176354560389	19.4453516555354	3.38140095764868	0.0	0.002416895170248	0.0	0.017982825445445	0.00020744558594	0.0	0.00128902345198	0.000918873346665	0.0	0.003755818009138	9.21228185e-07	0.038561946491819	0.001282820760215	0.013561152068232	3.00247980693938	6.5864595883752	0	0.0001909374137606	0.0	0.0	0.017617210837363	0.0	0.0	0.000477142444451	0.000504937149953	0.0	0.000523466953621	0.0	0.040195776606835	0.000342801367858	0.017987806910723	2.77361242225885	1.66439639371203	0.0	0.0515115802730378	0.001355313797206	0.0	0.023846389600317	0.0	0.0	1.4266461023e-05	0.000438693676464	0.0	0.00227906714846	0.0	0.035170393037501	0.000149797840744	0.009419430890583	2.57612479619266	0.827567972502534	0.31375313973472	0.051117084563522	1.06582201775358	1.21788839500294	1.33681026864179	1.34783527874075
NJ	Hudson County	34017	12_170	132.118577745957	Eastern Broadleaf Forest (Oceanic)	Northern Crescent	-74.07290646	40.74143007	0.0	0.0	1.101482274e-06	0.0	0.0	0.0	3.98848974e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5740228939625e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002160957863839	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.9413744074413	18.8543666028889	19.4590011219417	20.608603085928
NJ	Hunterdon County	34019	12_190	1136.46004006176	Eastern Broadleaf Forest (Oceanic)	Northern Crescent	-74.91208822	40.56809948	0.000928980948207	0.0	0.062290692161503	0.005748059793801	0.0	4.8024848e-08	5.078523618e-05	0.0	0.001310464374933	0.003335106635228	0.026549119054041	0.0	0.012493064514862	9.42440309237331	4.01851706308805	5.03286474426394	0.360745761190533	0.000478787250609	0.0	0.027411529219523	0.004056402047234	0.0	3.5695926579e-05	7.4702303979e-05	0.0	0.001442685949785	0.00403941200125	0.022737838555735	0.0	0.011780473115886	5.27012101967631	0.732536468123479	0	0.200090533179117	0.000470043691438	0.0	0.031856142906094	0.001652274794146	0.0	9.6145300521e-05	0.000110389048747	0.0	0.000366776516804	0.000142437482254	0.019246864789564	0.0	0.005879107080031	3.83031505424805	0.388047079927344	1.34716571285418	0.0	0.0	0.0	0.028436267391203	0.001660136372458	0.0	7.8538262319e-05	7.5830046377e-05	0.0	0.001646595292748	0.000224781923188	0.021630520728908	1.354107971e-05	0.005966199720268	2.68154106632581	0.5092719619351	2.19836845592221	0.0	0.383868373152571	0.448284417170466	0.457118923247103	0.444082596464932
NJ	Mercer County	34021	12_210	590.379513218042	Eastern Broadleaf Forest (Oceanic)	Northern Crescent	-74.70143764	40.28380088	0.001737430131462	0.0	0.040652262055357	0.000440546777391	0.0	1.31212083e-07	0.00021248550162	0.0	0.000853975294952	6.3517248199e-05	0.077121761564003	7.2329639e-08	0.017258824514077	2.03496236865318	1.59644542121033	0.0291805000848491	0.0011510140440045	1.217080847e-06	0.0	0.023105248978373	9.790979125e-06	0.0	7.61570334e-07	0.00011022415378	0.0	0.002588931206433	7.470653679e-06	0.056252296463941	5.9866597e-08	0.004448466276952	0.921586577768247	0.0341353267556564	0	0.0005019736229751	0.0	0.0	0.018589892288851	0.0	0.0	1.3709360095e-05	6.1692120428e-05	0.0	0.0	0.0	0.02963963652544	0.0	0.002220916335394	0.965480656490098	0.0	0.0	0.0	0.0	0.0	0.012171519216589	0.0	0.0	4.1880496229e-05	0.000109936302601	0.0	0.000429275086349	0.0	0.028798076219552	2.6175310143e-05	0.000895195606898	1.04911840420165	0.0	0.588592939471948	0.03363388225554	2.23337415983665	2.43977117561656	2.51417036743569	2.52362277995813
NJ	Middlesex County	34023	12_230	808.851997068981	Eastern Broadleaf Forest (Oceanic)	Northern Crescent	-74.41400336	40.43717739	0.000422121351853	0.0	0.025757393226188	7.7586367826e-05	0.0	6.1572473e-08	0.000194762400366	0.0	0.0011815009494	0.000114392971852	0.04269894121705	6.1572473e-08	0.011363518048533	0.558242232717259	1.9436579150049	2.15242279729813	0.0014047294370876	0.0	0.0	0.021559559986655	1.705424136e-06	0.0	1.9812667445e-05	9.4762691796e-05	0.0	0.000872914842931	0.0	0.031610072065936	4.3980338e-08	0.003787599998657	0.373114844252727	0.753256848289702	0	0.0146417829694153	0.0	0.0	0.014904585680406	0.0	0.0	0.000105067572772	0.000100064355021	0.0	0.000380244549081	0.0	0.022879714775594	0.0	0.0	0.187920658601074	0.37831395744687	0.154540015296837	0.0	0.0	0.0	0.011475316627414	0.0	0.0	3.0499180405e-05	0.000137246311823	0.0	0.00138008791333	0.0	0.012405541629769	1.1437192652e-05	0.000343115779557	0.0	0.0	0.423928403203015	0.002826189354687	3.36114871402319	3.84879747376081	4.05745745119512	4.13939349038473
NJ	Monmouth County	34025	12_250	1236.93128259537	Eastern Broadleaf Forest (Oceanic)	Northern Crescent	-74.22458873	40.25815595	0.000854410330341	0.0	0.017552146706899	5.4962854636e-05	0.0	2.2888603106e-05	0.000630464373638	0.0	0.00291431474056	0.000139420434186	0.039239476925427	2.2888603106e-05	0.009708994178852	1.12001465624453	0.0045183142321175	0.0078445350699862	0.0	2.14077857e-07	0.0	0.010155837947505	8.4282621e-08	0.0	2.3604476279e-05	0.000295050925747	0.0	0.001922919322662	0.0	0.019727804392827	1.6461876252e-05	0.002983852753075	0.522164373993363	0.142968450620219	0	0.0004272374469088	5.8890521309e-05	0.0	0.007403847206734	0.0	0.0	1.6358478141e-05	6.2162216937e-05	0.0	0.001923757029412	0.0	0.018563600994701	0.0	0.003746091494348	0.635443545700282	0.0282958321877168	0.350868319127046	0.0905466630004962	0.0	0.0	0.005314061110665	0.0	0.0	2.2496025398e-05	5.7489842684e-05	0.0	0.002739515981792	0.0	0.016267125921076	3.9992934041e-05	0.001082308777478	0.297709122128682	0.031500342797848	0.068559569618846	0.012353075606999	1.80951536558826	2.04323727060025	2.06428693434693	2.03492078859154
NJ	Morris County	34027	12_270	1240.32899539529	Eastern Broadleaf Forest (Oceanic)	Northern Crescent	-74.54387628	40.86193728	4.8271013381e-05	0.0	0.011025949098601	0.000137536358061	0.0	0.0	7.4367354606e-05	0.0	0.000831140492881	6.9743645574e-05	0.000418268292013	0.0	0.000922112051323	0.954296442547354	0.841710690893702	2.74296521206041	0.0017718541322541	2.74462091e-07	0.0	0.004232864535375	3.530124192e-06	0.0	3.5523490715e-05	3.5576991785e-05	0.0	0.000384734935506	2.041830938e-06	2.8974013961e-05	0.0	0.000701572138679	0.354062952950118	0.0532365435032556	0	0.0003799885487856	0.0	0.0	0.001324669704574	0.0	0.0	7.83055983e-05	8.1568331562e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.233002696117765	0.186240909353621	0.038699409735843	0.0104810901366673	0.0	0.0	0.002660896243521	0.0	0.0	5.1883770765e-05	4.6942459264e-05	0.0	0.0	0.0	0.000590486724421	0.0	0.0	0.367528098805228	0.100734445685818	0.306476919601702	0.0	1.37476071787114	1.55705573984059	1.60749657544312	1.61149660548508
NJ	Ocean County	34029	12_290	1704.63372139486	Eastern Broadleaf Forest (Oceanic)	Northern Crescent	-74.29401637	39.90702187	0.000301131171638	0.0	0.002085073741446	1.45466623e-07	0.0	5.4271608e-08	2.2544678238e-05	0.0	9.1075465769e-05	2.6347912e-07	0.000859445768002	5.4271608e-08	0.000112973479666	0.335000010663414	0.533791077349795	2.46283753142781	0.0	7.4715125e-08	0.0	0.001606416018918	2.9415404e-08	0.0	9.7593247373e-05	0.000226350251333	0.0	3.705180052e-06	0.0	4.493032077e-05	4.7537763885e-05	6.859423474e-06	0.189168962941324	0.18225371029279	0	0.123285649903731	0.0	0.0	0.000315746854187	0.0	0.0	3.7984583962e-05	0.000102083569399	0.0	0.000277762270225	0.0	0.0	0.0	0.0	0.321476686235939	0.16895125116047	0.0	0.0293318144374666	0.0	0.0	0.000701851390576	0.0	0.0	1.4583924999e-05	1.822990625e-06	0.0	0.000526844290588	0.0	0.0	1.822990625e-06	0.000273448593731	0.374340898689169	0.141447704197833	0.086490315942624	0.0	1.02841896104947	19.0893243095065	20.5683428609822	1.4135297057734
NJ	Bergen County	34003	12_30	648.311262508822	Eastern Broadleaf Forest (Oceanic)	Northern Crescent	-74.07485969	40.95930306	0.0	0.0	0.000293463043887	0.0	0.0	0.0	0.000134904929739	0.0	0.0	0.0	0.0	0.0	0.0	0.003574282017338	0.00040803949745	0.0162096824826563	0.0020379678170745	0.0	0.0	2.63763304e-06	0.0	0.0	1.34575571e-07	2.03783032e-07	0.0	0.0	0.0	0.0	1.9225082e-08	0.0	0.073040224169948	0.0003933452219449	0	0.0004075935633654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000115279519698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000115279519698	0.0	0.0	0.0	0.0	0.0	0.0	5.15204982643076	5.55944863992999	5.65865952447015	5.82019711607799
NJ	Passaic County	34031	12_310	507.29887447166	Eastern Broadleaf Forest (Oceanic)	Northern Crescent	-74.30096325	41.03383179	3.69774755e-07	0.0	0.000184199437619	2.683747522e-06	0.0	3.003724e-08	7.63459122e-07	0.0	5.814870207e-06	1.029556107e-06	2.337214107e-06	0.0	6.326956733e-06	0.463363043257635	0.0574859765874798	2.02510895301459	0.251501251436734	0.0	0.0	0.000322732216293	1.754555415e-06	0.0	3.62492453e-07	1.5955584763e-05	0.0	2.546573142e-06	1.1334808e-08	6.57218072e-07	1.715526e-09	5.049649543e-06	0.0183125307986331	0.0317054090941086	0	0.051207263650629	0.0	0.0	0.0	0.0	0.0	7.977275081e-06	3.1909100322e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0157697964701356	0.0	0.159669189261235	0.0	0.0	0.0	0.0	0.0	6.025726738e-06	6.025726738e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062537503889982	0.290352696632058	0.01786785825428	3.61604156209901	3.94524908445791	4.00339426599224	4.02367208893918
NJ	Salem County	34033	12_330	918.33567544304	Eastern Broadleaf Forest (Oceanic)	Northern Crescent	-75.35187793	39.58660365	0.00864763403868	0.0	0.081840156591414	5.1577186419e-05	0.0	0.00039675862172	0.013332707253632	0.0	0.002252307231304	0.001192439855141	0.131595425734955	0.00039675862172	0.032498698892025	13.302597623529	6.68556034736221	0.149460570305824	0.0	0.00431569781163	0.0	0.09368141276533	5.9153211728e-05	0.0	0.00837523612052	0.021212154178509	0.0	0.00161904113135	0.001120036114674	0.081645073886908	0.000832454651015	0.032845343678042	8.95011254802231	0.421556371823711	0	0.0694518364401955	0.004186398981369	0.0	0.101152212861414	0.0	0.0	0.006239937850125	0.010611419733828	0.0	0.000132202073096	0.0	0.113169381305828	0.000255590674652	0.032036969046897	8.0275657334595	0.143738290398404	0.419236680328556	0.0	0.001451437755659	0.0	0.071072861904162	0.0	0.0	0.004340716660367	0.008005002141867	0.0	0.000642439662341	0.0	0.098045130267523	0.000520070202847	0.016948170139851	4.87253790265004	0.359497711141909	0.984418966024107	0.0	0.287727577614587	0.283937867307515	0.291094261393051	0.2771031584241
NJ	Somerset County	34035	12_350	784.949432463809	Eastern Broadleaf Forest (Oceanic)	Northern Crescent	-74.61691586	40.56339999	0.000894253698283	0.0	0.036032381587346	0.000949813436924	0.0	0.0	6.6994933483e-05	0.0	0.000759923879504	0.000129223904518	0.018837292846712	0.0	0.010955847808933	6.55265033924651	1.31574193615386	5.4253209226481	0.478317355499285	4.5977276e-07	0.0	0.013859522172952	0.000584182298857	0.0	1.68475131e-07	4.52548688e-07	0.0	6.541401723e-06	3.885931254e-06	0.008483832906756	0.0	0.010423924464876	3.57729466946711	0.0023274432407815	0	0.000220175614969	0.0	0.0	0.013698352618313	0.001314670650233	0.0	2.062228471e-05	2.5777855887e-05	0.0	0.000737246678366	0.0	0.012136214551565	0.0	0.006026862706363	3.74801213724755	0.178355438210306	0.0	0.0	0.0	0.0	0.005285912366039	0.000117638999244	0.0	1.5685199899e-05	3.9212999748e-05	0.0	0.000282333598186	0.0	0.009058202941803	7.84259995e-06	0.004525180170927	1.56973702060038	0.890486618476386	0.526152593941978	0.0	1.23857511723383	1.57373203636558	1.67137142322813	1.70425814632841
NJ	Sussex County	34037	12_370	1390.16532143822	Eastern Broadleaf Forest (Oceanic)	Northern Crescent	-74.69072921	41.13875387	3.6572476718e-05	0.0	0.039015302658218	0.000826512501749	0.0	8.544936e-09	5.5477772128e-05	0.0	0.00027281021215	0.000262524184526	2.3793496133e-05	0.0	0.000314470552286	7.31904489936391	0.744569155597755	4.49280273853105	0.132965798951081	2.16671304e-07	0.0	0.013099618059754	0.000773937435873	0.0	4.6575005206e-05	3.4956274518e-05	0.0	5.6893059492e-05	3.066387e-09	0.000324132920133	0.0	0.0003630897038	4.36293431027525	0.198861860330836	0	0.439720958484906	0.0	0.0	0.009460963724061	0.000238707392422	0.0	3.7843854896e-05	3.7843854896e-05	0.0	0.000110620498927	0.0	0.0	0.0	0.0	3.4384399655825	0.340966640938441	2.02997438972248	0.0	0.0	0.0	0.008820476319116	0.000217328809256	0.0	2.4147645473e-05	3.0733366966e-05	0.0	0.000215133568759	0.0	0.001462030171362	4.390480995e-06	0.000164643037315	2.14378319148128	0.290213564636257	3.26232593966813	0.0	0.381175979874283	0.429990645160246	0.434435752633977	0.411025435473701
NJ	Union County	34039	12_390	273.566644254581	Eastern Broadleaf Forest (Oceanic)	Northern Crescent	-74.31251637	40.65890217	1.5091377407e-05	0.0	0.000791241533722	1.0318062487e-05	0.0	0.0	4.081025707e-06	0.0	2.9565281597e-05	3.29099189e-06	0.000869176685922	0.0	0.000288264619929	0.0719071308585996	0.0472511187154894	0.852145727392228	0.0043290942670492	0.0	0.0	0.000495467517165	5.255774995e-06	0.0	4.73857145e-07	1.693432726e-06	0.0	1.5836363761e-05	0.0	0.000593522491517	0.0	0.000158655854935	0.212622865416269	0.012616447607695	0	0.0002410905792038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.30490110009035	7.80498191938007	7.95344114428961	8.20605555080419
